B,S,O,inning,base_state,P(Swing),P(Contact),P(Whiff),P(Foul),P(Ball),P(Strike),P(Hit),P(Out),P(Struck Out),P(Home Run),P(Extra Base Hit),P(In Play),P(Walk),P(Hit By Pitch),P(Error),P(Sacrifice),Statistically Relevant
3,0,0,6,1-0-0,10.3%,92.9%,7.1%,64.3%,30.1%,66.9%,1.5%,1.5%,0%,0.7%,0.7%,2.9%,30.1%,0%,0%,0%,Yes
3,0,0,7,0-0-0,3.9%,87.0%,13.0%,47.8%,36.5%,62.0%,0.8%,0.7%,0%,0.3%,0.7%,1.5%,36.3%,0.2%,0%,0%,Yes
3,0,0,7,1-0-0,2.6%,66.7%,33.3%,0%,38.5%,59.8%,0%,1.7%,0%,0%,0%,1.7%,38.5%,0%,0%,0%,Yes
3,0,0,8,0-0-0,3.6%,78.9%,21.1%,42.1%,36.0%,62.7%,0.8%,0.6%,0%,0%,0.4%,1.3%,35.8%,0.2%,0%,0%,Yes
3,0,0,8,1-0-0,6.4%,77.8%,22.2%,33.3%,32.9%,64.3%,0%,2.9%,0%,0%,0%,2.9%,32.9%,0%,0%,0%,Yes
3,0,0,9,0-0-0,3.0%,92.3%,7.7%,46.2%,36.8%,61.9%,1.1%,0.2%,0%,0.5%,0.5%,1.4%,36.3%,0.5%,0%,0%,Yes
3,0,0,9,1-0-0,7.2%,75.0%,25.0%,37.5%,40.5%,56.8%,0%,2.7%,0%,0%,0%,2.7%,40.5%,0%,0%,0.9%,Yes
3,0,1,1,0-0-0,11.4%,86.7%,13.3%,44.4%,31.1%,64.1%,1.5%,3.3%,0%,0.5%,0.8%,4.8%,31.1%,0%,0%,0%,Yes
3,0,1,1,1-0-0,15.5%,96.6%,3.4%,51.7%,35.8%,57.2%,1.6%,5.3%,0%,0.5%,0.5%,7.0%,35.8%,0%,0%,0%,Yes
3,0,1,2,0-0-0,4.1%,87.5%,12.5%,43.8%,27.5%,70.7%,0.8%,1.0%,0%,0%,0%,1.8%,27.2%,0.3%,0%,0%,Yes
3,0,1,2,1-0-0,6.0%,88.9%,11.1%,66.7%,26.2%,72.5%,0.7%,0.7%,0%,0%,0%,1.3%,26.2%,0%,0%,0%,Yes
3,0,1,3,0-0-0,7.9%,83.9%,16.1%,35.5%,31.5%,64.7%,2.5%,1.3%,0%,2.0%,2.0%,3.8%,31.5%,0%,0%,0%,Yes
3,0,1,3,1-0-0,13.6%,90.9%,9.1%,36.4%,32.7%,59.9%,2.5%,4.9%,0%,0%,1.2%,7.4%,32.7%,0%,0%,0%,Yes
3,0,1,4,0-0-0,10.6%,90.0%,10.0%,40.0%,31.1%,63.6%,1.6%,3.7%,0%,0.3%,1.1%,5.3%,31.1%,0%,0%,0%,Yes
3,0,1,4,1-0-0,12.9%,84.2%,15.8%,31.6%,25.2%,68.0%,2.0%,4.8%,0%,0%,0.7%,6.8%,25.2%,0%,0%,0%,Yes
3,0,1,5,0-0-0,7.0%,92.3%,7.7%,38.5%,30.3%,66.0%,0.8%,2.9%,0%,0.3%,0.5%,3.8%,30.3%,0%,0%,0%,Yes
3,0,1,5,1-0-0,9.3%,87.5%,12.5%,37.5%,37.8%,57.6%,1.2%,3.5%,0%,0.6%,0.6%,4.7%,37.8%,0%,0%,0%,Yes
3,0,1,6,0-0-0,8.7%,77.8%,22.2%,50.0%,32.5%,65.1%,0.5%,1.9%,0%,0%,0.5%,2.4%,32.2%,0.2%,0%,0%,Yes
3,0,1,6,1-0-0,10.8%,83.3%,16.7%,38.9%,31.9%,63.3%,2.4%,2.4%,0%,0%,1.2%,4.8%,31.9%,0%,0%,0%,Yes
3,0,1,7,0-0-0,8.8%,85.7%,14.3%,42.9%,32.7%,63.5%,2.0%,1.8%,0%,0.3%,1.0%,3.8%,32.2%,0.5%,0%,0%,Yes
3,0,1,7,1-0-0,7.4%,100.0%,0%,36.4%,39.2%,56.1%,1.4%,3.4%,0%,1.4%,1.4%,4.7%,39.2%,0%,0%,0%,Yes
3,0,1,8,0-0-0,7.6%,89.7%,10.3%,44.8%,38.7%,57.9%,1.6%,1.8%,0%,0.3%,0.8%,3.4%,38.7%,0%,0%,0%,Yes
3,0,1,8,1-0-0,11.0%,76.5%,23.5%,41.2%,29.2%,66.9%,1.9%,1.9%,0%,0%,0.6%,3.9%,29.2%,0%,0%,0%,Yes
3,0,1,9,0-0-0,6.3%,80.0%,20.0%,35.0%,33.5%,63.6%,1.9%,0.9%,0%,0.9%,1.6%,2.8%,33.2%,0.3%,0%,0%,Yes
3,0,1,9,1-0-0,9.3%,75.0%,25.0%,33.3%,34.1%,62.0%,2.3%,1.6%,0%,0.8%,2.3%,3.9%,34.1%,0%,0%,0%,Yes
3,0,2,1,0-0-0,14.7%,94.0%,6.0%,42.0%,27.9%,64.4%,3.5%,4.1%,0%,1.2%,1.5%,7.6%,27.9%,0%,0%,0%,Yes
3,0,2,1,1-0-0,17.8%,93.8%,6.2%,56.2%,32.2%,61.1%,2.2%,4.4%,0%,1.1%,1.1%,6.7%,32.2%,0%,0%,0%,Yes
3,0,2,1,0-1-0,11.2%,58.3%,41.7%,41.7%,42.1%,56.1%,0.9%,0.9%,0%,0.9%,0.9%,1.9%,42.1%,0%,0%,0%,Yes
3,0,2,2,0-0-0,6.4%,81.8%,18.2%,54.5%,31.7%,66.6%,1.2%,0.6%,0%,0.9%,0.9%,1.7%,31.7%,0%,0%,0%,Yes
3,0,2,2,1-0-0,11.2%,88.2%,11.8%,41.2%,27.0%,67.8%,0.7%,4.6%,0%,0%,0%,5.3%,27.0%,0%,0%,0%,Yes
3,0,2,3,0-0-0,12.4%,78.6%,21.4%,45.2%,31.5%,64.4%,2.9%,1.2%,0%,0.3%,1.2%,4.1%,31.5%,0%,0%,0%,Yes
3,0,2,3,1-0-0,12.8%,76.2%,23.8%,23.8%,39.0%,54.3%,1.8%,4.3%,0%,0.6%,1.2%,6.7%,39.0%,0%,0.6%,0%,Yes
3,0,2,3,0-1-0,16.0%,94.1%,5.9%,58.8%,39.6%,54.7%,1.9%,2.8%,0%,0.9%,0.9%,5.7%,39.6%,0%,0.9%,0%,Yes
3,0,2,4,0-0-0,9.0%,79.3%,20.7%,41.4%,29.8%,66.8%,1.2%,2.2%,0%,0%,0.3%,3.4%,29.8%,0%,0%,0%,Yes
3,0,2,4,1-0-0,13.0%,81.0%,19.0%,52.4%,32.7%,63.6%,2.5%,1.2%,0%,0.6%,1.2%,3.7%,32.7%,0%,0%,0%,Yes
3,0,2,4,0-1-0,15.5%,81.2%,18.8%,56.2%,38.8%,57.3%,1.0%,2.9%,0%,0%,0%,3.9%,37.9%,1.0%,0%,0%,Yes
3,0,2,5,0-0-0,11.0%,82.9%,17.1%,37.1%,31.0%,63.9%,1.3%,3.4%,0%,0.3%,0.6%,5.0%,31.0%,0%,0.3%,0%,Yes
3,0,2,5,1-0-0,19.2%,91.7%,8.3%,45.8%,28.8%,62.4%,1.6%,6.4%,0%,0.8%,0.8%,8.8%,28.0%,0.8%,0.8%,0%,Yes
3,0,2,5,0-1-0,15.7%,83.3%,16.7%,50.0%,36.5%,58.3%,2.6%,2.6%,0%,0.9%,1.7%,5.2%,36.5%,0%,0%,0%,Yes
3,0,2,6,0-0-0,10.3%,90.3%,9.7%,48.4%,30.9%,64.8%,1.7%,2.7%,0%,0.3%,0.7%,4.3%,30.9%,0%,0%,0%,Yes
3,0,2,6,1-0-0,9.9%,94.1%,5.9%,47.1%,38.4%,57.0%,1.7%,2.9%,0%,0%,0.6%,4.7%,38.4%,0%,0%,0%,Yes
3,0,2,6,0-1-0,9.7%,80.0%,20.0%,50.0%,41.7%,55.3%,0%,2.9%,0%,0%,0%,2.9%,41.7%,0%,0%,0%,Yes
3,0,2,7,0-0-0,7.4%,80.0%,20.0%,32.0%,27.9%,68.5%,1.5%,2.1%,0%,0.3%,0.6%,3.6%,27.9%,0%,0%,0%,Yes
3,0,2,7,1-0-0,6.0%,66.7%,33.3%,33.3%,28.9%,69.1%,0.7%,1.3%,0%,0%,0.7%,2.0%,28.9%,0%,0%,0%,Yes
3,0,2,7,0-1-0,6.8%,87.5%,12.5%,25.0%,35.9%,59.8%,2.6%,1.7%,0%,0%,0%,4.3%,35.9%,0%,0%,0%,Yes
3,0,2,8,0-0-0,4.7%,80.0%,20.0%,33.3%,41.1%,56.7%,0.3%,1.9%,0%,0.3%,0.3%,2.2%,41.1%,0%,0%,0%,Yes
3,0,2,8,1-0-0,7.5%,100.0%,0%,25.0%,33.5%,60.9%,0%,5.6%,0%,0%,0%,5.6%,33.5%,0%,0%,0%,Yes
3,0,2,8,0-1-0,8.4%,90.0%,10.0%,50.0%,39.5%,57.1%,1.7%,1.7%,0%,0.8%,1.7%,3.4%,39.5%,0%,0%,0%,Yes
3,0,2,9,0-0-0,5.3%,84.6%,15.4%,46.2%,35.6%,62.3%,0.8%,1.2%,0%,0%,0.8%,2.0%,35.6%,0%,0%,0%,Yes
3,0,2,9,1-0-0,11.0%,63.6%,36.4%,27.3%,41.0%,55.0%,3.0%,1.0%,0%,1.0%,1.0%,4.0%,41.0%,0%,0%,0%,Yes
3,1,0,1,0-0-0,54.3%,85.5%,14.5%,41.8%,26.3%,50.0%,9.2%,14.5%,0%,2.0%,5.3%,23.7%,26.2%,0.1%,0.1%,0%,Yes
3,1,0,1,1-0-0,55.0%,85.0%,15.0%,43.8%,28.4%,48.9%,6.1%,16.2%,0%,0.4%,1.4%,22.7%,28.4%,0%,0.4%,0%,Yes
3,1,0,1,0-1-0,51.7%,79.0%,21.0%,45.2%,30.8%,51.7%,5.0%,12.5%,0%,0%,0.8%,17.5%,30.8%,0%,0%,0%,Yes
3,1,0,2,0-0-0,56.3%,83.6%,16.4%,40.3%,25.9%,49.7%,7.3%,16.9%,0%,1.8%,3.3%,24.4%,25.8%,0.1%,0.2%,0%,Yes
3,1,0,2,1-0-0,61.4%,83.0%,17.0%,47.7%,22.5%,55.8%,9.6%,12.0%,0%,1.6%,5.2%,21.7%,22.1%,0.4%,0%,0.4%,Yes
3,1,0,3,0-0-0,55.4%,87.2%,12.8%,40.0%,25.1%,48.8%,8.8%,17.0%,0%,1.6%,3.6%,26.1%,25.1%,0%,0.3%,0%,Yes
3,1,0,3,1-0-0,54.9%,87.1%,12.9%,42.1%,27.5%,47.8%,7.1%,17.6%,0%,0.8%,3.9%,24.7%,26.7%,0.8%,0%,0%,Yes
3,1,0,3,0-1-0,45.4%,79.6%,20.4%,40.8%,38.0%,44.4%,5.6%,12.0%,0%,0.9%,1.9%,17.6%,38.0%,0%,0%,0%,Yes
3,1,0,4,0-0-0,55.9%,85.0%,15.0%,43.6%,24.3%,52.6%,8.0%,15.2%,0%,2.0%,3.6%,23.1%,24.2%,0.1%,0%,0%,Yes
3,1,0,4,1-0-0,58.1%,83.5%,16.5%,43.6%,24.5%,52.4%,7.4%,15.3%,0%,1.7%,2.6%,23.1%,24.5%,0%,0%,0%,Yes
3,1,0,5,0-0-0,55.1%,87.2%,12.8%,43.4%,26.3%,49.5%,8.0%,15.9%,0%,2.0%,3.7%,24.2%,26.1%,0.2%,0.3%,0%,Yes
3,1,0,5,1-0-0,57.9%,86.7%,13.3%,39.2%,23.9%,48.6%,8.1%,19.0%,0%,2.0%,3.6%,27.5%,23.5%,0.4%,0%,0%,Yes
3,1,0,6,0-0-0,55.7%,83.4%,16.6%,43.3%,26.6%,51.1%,7.6%,14.5%,0%,1.7%,3.0%,22.3%,26.1%,0.5%,0.2%,0%,Yes
3,1,0,6,1-0-0,59.2%,81.0%,19.0%,38.6%,24.7%,50.2%,7.5%,17.6%,0%,1.1%,3.0%,25.1%,24.7%,0%,0%,0%,Yes
3,1,0,7,0-0-0,52.6%,83.6%,16.4%,43.8%,30.1%,49.0%,6.9%,13.9%,0%,1.4%,2.7%,20.9%,30.0%,0.2%,0.2%,0%,Yes
3,1,0,7,1-0-0,60.9%,85.8%,14.2%,46.3%,20.9%,55.0%,10.0%,13.6%,0%,2.7%,4.1%,24.1%,20.9%,0%,0%,0%,Yes
3,1,0,7,0-1-0,42.4%,82.0%,18.0%,42.0%,38.1%,44.9%,5.1%,11.0%,0%,0%,1.7%,16.9%,38.1%,0%,0.8%,0%,Yes
3,1,0,8,0-0-0,50.0%,82.9%,17.1%,42.2%,32.3%,47.3%,5.2%,14.9%,0%,1.3%,2.0%,20.4%,31.7%,0.5%,0.3%,0%,Yes
3,1,0,8,1-0-0,55.2%,86.0%,14.0%,48.3%,24.7%,54.4%,5.4%,15.4%,0%,0.8%,1.5%,20.8%,24.7%,0%,0%,0.4%,Yes
3,1,0,8,0-1-0,50.9%,82.8%,17.2%,32.8%,31.6%,43.0%,7.9%,17.5%,0%,2.6%,4.4%,25.4%,31.6%,0%,0%,1.8%,Yes
3,1,0,9,0-0-0,49.8%,80.9%,19.1%,38.6%,29.1%,49.9%,6.5%,14.4%,0%,0.7%,2.3%,21.1%,28.9%,0.1%,0.1%,0%,Yes
3,1,0,9,1-0-0,57.0%,79.4%,20.6%,35.3%,25.7%,49.2%,8.4%,16.8%,0%,0%,2.2%,25.1%,25.7%,0%,0%,1.1%,Yes
3,1,1,1,0-0-0,58.6%,82.6%,17.4%,43.8%,24.4%,52.8%,7.4%,15.2%,0%,2.0%,3.7%,22.7%,24.3%,0.1%,0.2%,0%,Yes
3,1,1,1,1-0-0,53.6%,82.4%,17.6%,49.2%,33.1%,49.2%,6.4%,11.4%,0%,2.2%,2.8%,17.8%,32.5%,0.6%,0%,0%,Yes
3,1,1,1,0-1-0,49.4%,78.3%,21.7%,48.2%,35.7%,49.4%,5.4%,9.5%,0%,1.8%,3.6%,14.9%,35.7%,0%,0%,0%,Yes
3,1,1,1,1-1-0,53.7%,84.5%,15.5%,50.0%,29.6%,51.9%,7.4%,10.2%,0%,1.9%,4.6%,18.5%,29.6%,0%,0.9%,0%,Yes
3,1,1,2,0-0-0,55.7%,85.1%,14.9%,41.2%,24.6%,50.9%,8.3%,16.1%,0%,1.8%,4.0%,24.5%,24.5%,0.1%,0.1%,0%,Yes
3,1,1,2,1-0-0,58.9%,82.6%,17.4%,44.3%,23.2%,54.3%,8.8%,13.2%,0%,2.3%,4.1%,22.6%,22.9%,0.3%,0%,0%,Yes
3,1,1,2,0-1-0,60.0%,91.4%,8.6%,47.3%,25.8%,47.7%,8.4%,17.4%,0%,0.6%,2.6%,26.5%,25.8%,0%,0.6%,0%,Yes
3,1,1,3,0-0-0,57.1%,84.0%,16.0%,37.7%,26.7%,46.8%,9.1%,17.1%,0%,2.3%,4.4%,26.4%,26.5%,0.2%,0.2%,0%,Yes
3,1,1,3,1-0-0,55.7%,89.8%,10.2%,44.3%,24.7%,50.0%,9.3%,15.7%,0%,1.3%,3.3%,25.3%,24.7%,0%,0.3%,0%,Yes
3,1,1,3,0-1-0,55.2%,83.8%,16.2%,48.7%,28.3%,52.4%,9.4%,9.9%,0%,1.4%,3.8%,19.3%,28.3%,0%,0%,0%,Yes
3,1,1,3,1-1-0,57.4%,85.5%,14.5%,37.1%,23.1%,49.1%,10.2%,17.6%,0%,2.8%,6.5%,27.8%,23.1%,0%,0%,0%,Yes
3,1,1,4,0-0-0,57.7%,84.3%,15.7%,43.0%,24.1%,52.0%,7.4%,16.1%,0%,0.8%,2.4%,23.8%,24.1%,0%,0.3%,0%,Yes
3,1,1,4,1-0-0,59.0%,74.4%,25.6%,41.2%,25.8%,54.6%,7.0%,11.8%,0%,2.6%,3.3%,19.6%,25.8%,0%,0%,0%,Yes
3,1,1,4,0-1-0,48.4%,81.3%,18.7%,44.0%,29.0%,52.9%,6.5%,11.0%,0%,0%,0.6%,18.1%,28.4%,0.6%,0.6%,0%,Yes
3,1,1,5,0-0-0,57.1%,85.0%,15.0%,43.8%,24.6%,51.8%,6.8%,16.3%,0%,0.7%,2.9%,23.5%,24.4%,0.2%,0.5%,0%,Yes
3,1,1,5,1-0-0,56.1%,86.0%,14.0%,40.8%,28.2%,46.4%,10.0%,15.0%,0%,2.8%,5.0%,25.4%,27.6%,0.6%,0%,0%,Yes
3,1,1,5,0-1-0,51.7%,81.7%,18.3%,36.5%,28.4%,48.3%,9.0%,14.4%,0%,1.0%,2.0%,23.4%,28.4%,0%,0%,0%,Yes
3,1,1,5,1-1-0,60.6%,82.5%,17.5%,39.7%,24.0%,51.0%,6.7%,17.3%,0%,1.0%,2.9%,26.0%,24.0%,0%,0%,0%,Yes
3,1,1,6,0-0-0,53.5%,85.3%,14.7%,43.8%,27.0%,50.7%,8.5%,13.3%,0%,1.7%,3.4%,22.2%,26.9%,0.1%,0.4%,0%,Yes
3,1,1,6,1-0-0,53.9%,88.0%,12.0%,45.6%,27.3%,49.8%,8.2%,14.7%,0%,1.4%,2.7%,22.9%,27.3%,0%,0%,0%,Yes
3,1,1,6,0-1-0,55.9%,78.0%,22.0%,43.0%,27.9%,52.5%,6.7%,12.8%,0%,1.1%,3.4%,19.6%,27.9%,0%,0%,0%,Yes
3,1,1,6,1-1-0,55.1%,80.0%,20.0%,40.0%,23.6%,54.3%,7.9%,14.2%,0%,0%,3.1%,22.0%,22.8%,0.8%,0%,0%,Yes
3,1,1,7,0-0-0,51.2%,82.5%,17.5%,43.0%,28.2%,51.6%,6.6%,13.3%,0%,1.2%,3.4%,20.2%,28.2%,0%,0.3%,0%,Yes
3,1,1,7,1-0-0,52.7%,83.9%,16.1%,45.2%,32.7%,46.9%,7.8%,12.2%,0%,1.4%,3.4%,20.4%,32.7%,0%,0.3%,0%,Yes
3,1,1,7,0-1-0,50.9%,79.5%,20.5%,44.6%,31.3%,50.9%,5.5%,12.3%,0%,0.6%,2.5%,17.8%,31.3%,0%,0%,0%,Yes
3,1,1,7,1-1-0,53.9%,85.5%,14.5%,45.2%,30.4%,47.8%,4.3%,17.4%,0%,0.9%,0.9%,21.7%,30.4%,0%,0%,0%,Yes
3,1,1,8,0-0-0,49.6%,79.5%,20.5%,38.4%,30.2%,49.5%,8.1%,12.1%,0%,1.5%,2.7%,20.4%,30.2%,0%,0.1%,0%,Yes
3,1,1,8,1-0-0,55.1%,79.7%,20.3%,53.5%,28.2%,57.4%,5.8%,8.7%,0%,1.0%,1.9%,14.4%,27.9%,0.3%,0%,0%,Yes
3,1,1,8,0-1-0,54.7%,79.6%,20.4%,45.2%,30.0%,51.2%,4.7%,14.1%,0%,0.6%,1.8%,18.8%,30.0%,0%,0%,0%,Yes
3,1,1,8,1-1-0,59.8%,82.9%,17.1%,44.7%,24.4%,52.8%,6.3%,15.0%,0%,1.6%,2.4%,22.8%,24.4%,0%,0.8%,0%,Yes
3,1,1,9,0-0-0,53.1%,80.5%,19.5%,42.5%,28.6%,51.3%,7.4%,12.5%,0%,1.7%,2.9%,20.2%,28.4%,0%,0.3%,0%,Yes
3,1,1,9,1-0-0,54.0%,82.8%,17.2%,41.0%,25.7%,51.8%,7.1%,15.5%,0%,1.8%,3.5%,22.6%,25.7%,0%,0%,0%,Yes
3,1,1,9,0-1-0,44.0%,85.4%,14.6%,43.8%,38.5%,43.1%,4.6%,13.8%,0%,0.9%,1.8%,18.3%,38.5%,0%,0%,0%,Yes
3,1,2,1,0-0-0,56.3%,80.1%,19.9%,40.6%,26.3%,51.5%,8.9%,13.3%,0%,3.3%,4.8%,22.2%,26.1%,0.1%,0%,0%,Yes
3,1,2,1,1-0-0,55.2%,82.5%,17.5%,40.8%,29.3%,47.6%,6.3%,16.5%,0%,2.1%,2.6%,23.0%,29.1%,0.3%,0%,0%,Yes
3,1,2,1,0-1-0,48.8%,80.2%,19.8%,33.7%,33.3%,44.0%,6.8%,15.9%,0%,1.0%,1.4%,22.7%,32.9%,0.5%,0%,0%,Yes
3,1,2,1,1-1-0,63.9%,76.6%,23.4%,41.5%,19.0%,58.5%,6.8%,15.6%,0%,2.7%,3.4%,22.4%,19.0%,0%,0%,0%,Yes
3,1,2,2,0-0-0,56.3%,83.2%,16.8%,43.8%,24.8%,53.0%,6.1%,15.8%,0%,1.2%,2.7%,22.2%,24.6%,0.1%,0.3%,0%,Yes
3,1,2,2,1-0-0,54.7%,79.3%,20.7%,32.3%,27.3%,47.0%,9.7%,15.0%,0%,1.7%,4.0%,25.7%,27.3%,0%,0.7%,0%,Yes
3,1,2,2,0-1-0,49.6%,81.1%,18.9%,36.0%,31.7%,46.0%,8.0%,13.8%,0%,1.3%,3.1%,22.3%,31.7%,0%,0.4%,0%,Yes
3,1,2,2,0-0-1,51.5%,83.0%,17.0%,39.6%,27.2%,50.5%,5.8%,16.5%,0%,1.0%,3.9%,22.3%,27.2%,0%,0%,0%,Yes
3,1,2,2,1-1-0,55.8%,77.9%,22.1%,40.7%,26.6%,52.6%,5.8%,14.9%,0%,0.6%,1.9%,20.8%,26.6%,0%,0%,0%,Yes
3,1,2,3,0-0-0,55.3%,84.1%,15.9%,43.5%,25.4%,52.1%,7.8%,14.5%,0%,1.6%,3.5%,22.5%,25.1%,0.4%,0.1%,0%,Yes
3,1,2,3,1-0-0,54.3%,79.1%,20.9%,44.1%,29.1%,51.8%,6.7%,12.3%,0%,2.5%,4.3%,19.0%,29.1%,0%,0%,0%,Yes
3,1,2,3,0-1-0,49.6%,81.6%,18.4%,47.4%,31.3%,51.7%,7.0%,10.0%,0%,1.3%,2.2%,17.0%,31.3%,0%,0%,0%,Yes
3,1,2,3,1-1-0,53.2%,89.3%,10.7%,48.0%,25.5%,52.5%,7.1%,14.9%,0%,0%,4.3%,22.0%,25.5%,0%,0%,0%,Yes
3,1,2,4,0-0-0,55.2%,84.7%,15.3%,38.7%,26.8%,47.8%,9.1%,16.1%,0%,1.1%,4.2%,25.4%,26.8%,0%,0.3%,0%,Yes
3,1,2,4,1-0-0,55.9%,81.0%,19.0%,49.7%,29.1%,53.4%,5.3%,12.2%,0%,0.6%,1.2%,17.5%,29.1%,0%,0%,0%,Yes
3,1,2,4,0-1-0,50.2%,72.1%,27.9%,35.6%,29.5%,52.2%,7.7%,10.6%,0%,1.9%,3.9%,18.4%,29.5%,0%,0%,0%,Yes
3,1,2,4,1-1-0,50.8%,70.3%,29.7%,35.9%,27.0%,55.6%,4.0%,13.5%,0%,0%,1.6%,17.5%,27.0%,0%,0%,0%,Yes
3,1,2,5,0-0-0,55.3%,84.1%,15.9%,38.8%,28.3%,46.7%,10.4%,14.3%,0%,1.6%,3.7%,25.0%,28.0%,0.3%,0.3%,0%,Yes
3,1,2,5,1-0-0,56.1%,81.1%,18.9%,35.1%,24.8%,49.4%,8.5%,16.7%,0%,2.4%,3.9%,25.8%,24.8%,0%,0.6%,0%,Yes
3,1,2,5,0-1-0,47.2%,75.9%,24.1%,32.8%,31.7%,48.0%,7.7%,12.6%,0%,1.2%,3.7%,20.3%,31.7%,0%,0%,0%,Yes
3,1,2,5,0-0-1,55.4%,76.8%,23.2%,42.9%,27.7%,53.5%,8.9%,9.9%,0%,0%,2.0%,18.8%,26.7%,1.0%,0%,0%,Yes
3,1,2,5,1-1-0,44.0%,82.5%,17.5%,47.5%,35.7%,48.9%,4.4%,11.0%,0%,1.1%,2.2%,15.4%,35.2%,0.5%,0%,0%,Yes
3,1,2,6,0-0-0,54.2%,84.9%,15.1%,43.8%,29.0%,48.8%,6.0%,16.0%,0%,1.5%,3.2%,22.3%,28.8%,0.1%,0.3%,0%,Yes
3,1,2,6,1-0-0,51.9%,81.5%,18.5%,39.7%,24.4%,54.0%,6.5%,15.1%,0%,1.4%,2.7%,21.6%,24.4%,0%,0%,0%,Yes
3,1,2,6,0-1-0,50.2%,79.0%,21.0%,41.0%,31.1%,49.8%,5.7%,13.4%,0%,1.0%,2.9%,19.1%,30.6%,0.5%,0%,0%,Yes
3,1,2,6,1-1-0,50.3%,80.5%,19.5%,41.5%,33.1%,47.2%,6.7%,12.3%,0%,2.5%,3.7%,19.6%,33.1%,0%,0%,0%,Yes
3,1,2,7,0-0-0,50.8%,80.4%,19.6%,41.1%,29.2%,50.8%,6.1%,13.5%,0%,1.3%,2.6%,20.0%,29.1%,0.1%,0.4%,0%,Yes
3,1,2,7,1-0-0,48.2%,80.2%,19.8%,39.5%,31.2%,49.1%,6.2%,13.4%,0%,1.2%,3.3%,19.6%,31.0%,0.3%,0%,0%,Yes
3,1,2,7,0-1-0,47.3%,72.4%,27.6%,41.9%,32.0%,53.6%,7.2%,7.2%,0%,0%,1.8%,14.4%,31.5%,0.5%,0%,0%,Yes
3,1,2,7,1-1-0,50.0%,76.5%,23.5%,39.5%,25.9%,55.6%,8.0%,10.5%,0%,3.7%,4.9%,18.5%,24.7%,1.2%,0%,0%,Yes
3,1,2,8,0-0-0,52.8%,81.5%,18.5%,40.4%,28.6%,49.7%,7.6%,13.8%,0%,1.2%,3.0%,21.7%,28.5%,0.1%,0.4%,0%,Yes
3,1,2,8,1-0-0,53.7%,75.6%,24.4%,38.1%,25.8%,54.0%,6.7%,13.4%,0%,1.3%,2.0%,20.1%,25.8%,0%,0%,0%,Yes
3,1,2,8,0-1-0,49.5%,81.9%,18.1%,41.9%,28.3%,51.9%,6.1%,13.7%,0%,1.4%,2.8%,19.8%,28.3%,0%,0%,0%,Yes
3,1,2,8,1-1-0,46.7%,78.8%,21.2%,42.4%,31.9%,51.1%,5.5%,11.5%,0%,0%,2.2%,17.0%,30.8%,1.1%,0%,0%,Yes
3,1,2,9,0-0-0,52.2%,80.7%,19.3%,42.1%,28.4%,51.5%,4.8%,15.2%,0%,1.5%,2.4%,20.1%,28.4%,0%,0.2%,0%,Yes
3,1,2,9,1-0-0,52.6%,83.2%,16.8%,36.6%,30.7%,44.8%,8.9%,15.6%,0%,2.6%,3.1%,24.5%,30.2%,0.5%,0%,0%,Yes
3,1,2,9,0-1-0,48.4%,73.1%,26.9%,35.5%,32.8%,49.0%,4.7%,13.0%,0%,0.5%,1.6%,18.2%,32.3%,0.5%,0.5%,0%,Yes
3,1,2,9,1-1-0,56.9%,84.8%,15.2%,51.5%,31.9%,49.1%,8.6%,10.3%,0%,1.7%,3.4%,19.0%,31.9%,0%,0%,0%,Yes
3,2,0,1,0-0-0,69.0%,84.7%,15.3%,41.8%,23.8%,46.6%,9.1%,39.9%,19.8%,1.3%,3.3%,29.6%,23.8%,0.0%,0.4%,0%,Yes
3,2,0,1,1-0-0,70.1%,82.5%,17.5%,42.4%,25.9%,46.2%,8.8%,36.5%,15.0%,1.2%,2.8%,28.1%,25.7%,0.2%,0%,0%,Yes
3,2,0,1,0-1-0,66.5%,81.4%,18.6%,40.1%,26.7%,45.8%,9.2%,38.6%,20.3%,0.8%,2.4%,27.5%,26.3%,0.4%,0%,0%,Yes
3,2,0,1,1-1-0,71.2%,80.2%,19.8%,52.4%,22.6%,57.6%,4.5%,36.2%,21.5%,0.6%,2.3%,19.8%,22.6%,0%,0%,0%,Yes
3,2,0,2,0-0-0,71.6%,84.2%,15.8%,43.2%,21.4%,49.2%,9.3%,39.6%,19.8%,1.5%,3.4%,29.4%,21.2%,0.2%,0.3%,0%,Yes
3,2,0,2,1-0-0,72.7%,82.0%,18.0%,39.0%,18.5%,50.2%,12.5%,41.5%,20.0%,1.5%,4.5%,31.3%,18.5%,0%,0.4%,0%,Yes
3,2,0,2,0-1-0,71.9%,81.4%,18.6%,41.7%,24.0%,47.5%,11.5%,35.9%,18.9%,1.8%,5.5%,28.6%,23.5%,0.5%,0%,0%,Yes
3,2,0,2,1-1-0,82.5%,87.9%,12.1%,36.4%,15.0%,42.5%,12.5%,42.5%,15.0%,0%,4.2%,42.5%,15.0%,0%,1.7%,0%,Yes
3,2,0,3,0-0-0,70.5%,83.8%,16.2%,41.4%,22.1%,48.0%,10.8%,39.3%,20.3%,2.1%,4.8%,29.9%,21.9%,0.3%,0.2%,0%,Yes
